Park,Name,Unit Code,Park Type,Region,State,Year,Month,Date,Latitude,Longitude,Recreation Visits,Rank
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2012,1,Jan 1 2012,44.35,-68.21,2431052,10
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2013,1,Jan 1 2013,44.35,-68.21,2254922,10
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2014,1,Jan 1 2014,44.35,-68.21,2563129,9
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2015,1,Jan 1 2015,44.35,-68.21,2811184,9
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2016,1,Jan 1 2016,44.35,-68.21,3303393,8
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2017,1,Jan 1 2017,44.35,-68.21,3509271,7
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2018,1,Jan 1 2018,44.35,-68.21,3537575,7
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2019,1,Jan 1 2019,44.35,-68.21,3437286,7
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2020,1,Jan 1 2020,44.35,-68.21,2669034,8
Acadia NP,Acadia National Park,ACAD,National Park,Northeast,ME,2021,1,Jan 1 2021,44.35,-68.21,4069098,6
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2012,1,Jan 1 2012,38.68,-109.57,1070577,22
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2013,1,Jan 1 2013,38.68,-109.57,1082866,21
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2014,1,Jan 1 2014,38.68,-109.57,1284767,18
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2015,1,Jan 1 2015,38.68,-109.57,1399247,19
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2016,1,Jan 1 2016,38.68,-109.57,1585718,17
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2017,1,Jan 1 2017,38.68,-109.57,1539028,18
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2018,1,Jan 1 2018,38.68,-109.57,1663557,19
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2019,1,Jan 1 2019,38.68,-109.57,1659702,19
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2020,1,Jan 1 2020,38.68,-109.57,1238083,19
Arches NP,Arches National Park,ARCH,National Park,Intermountain,UT,2021,1,Jan 1 2021,38.68,-109.57,1806865,18
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2012,1,Jan 1 2012,43.75,-102.5,883406,25
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2013,1,Jan 1 2013,43.75,-102.5,892372,25
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2014,1,Jan 1 2014,43.75,-102.5,868094,24
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2015,1,Jan 1 2015,43.75,-102.5,989354,25
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2016,1,Jan 1 2016,43.75,-102.5,996263,25
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2017,1,Jan 1 2017,43.75,-102.5,1054325,25
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2018,1,Jan 1 2018,43.75,-102.5,1008942,25
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2019,1,Jan 1 2019,43.75,-102.5,970998,27
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2020,1,Jan 1 2020,43.75,-102.5,916932,22
Badlands NP,Badlands National Park,BADL,National Park,Midwest,SD,2021,1,Jan 1 2021,43.75,-102.5,1224226,22
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2012,1,Jan 1 2012,29.25,-103.25,292055,41
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2013,1,Jan 1 2013,29.25,-103.25,316953,41
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2014,1,Jan 1 2014,29.25,-103.25,314102,41
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2015,1,Jan 1 2015,29.25,-103.25,381747,41
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2016,1,Jan 1 2016,29.25,-103.25,388290,41
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2017,1,Jan 1 2017,29.25,-103.25,440276,41
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2018,1,Jan 1 2018,29.25,-103.25,440091,41
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2019,1,Jan 1 2019,29.25,-103.25,463832,40
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2020,1,Jan 1 2020,29.25,-103.25,393907,36
Big Bend NP,Big Bend National Park,BIBE,National Park,Intermountain,TX,2021,1,Jan 1 2021,29.25,-103.25,581220,35
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2012,1,Jan 1 2012,25.65,-80.08,495613,33
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2013,1,Jan 1 2013,25.65,-80.08,486848,35
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2014,1,Jan 1 2014,25.65,-80.08,525745,32
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2015,1,Jan 1 2015,25.65,-80.08,508164,36
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2016,1,Jan 1 2016,25.65,-80.08,514709,39
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2017,1,Jan 1 2017,25.65,-80.08,446961,39
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2018,1,Jan 1 2018,25.65,-80.08,469253,39
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2019,1,Jan 1 2019,25.65,-80.08,708522,29
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2020,1,Jan 1 2020,25.65,-80.08,402770,35
Biscayne NP,Biscayne National Park,BISC,National Park,Southeast,FL,2021,1,Jan 1 2021,25.65,-80.08,705655,32
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2012,1,Jan 1 2012,38.57,-107.72,192570,45
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2013,1,Jan 1 2013,38.57,-107.72,175852,45
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2014,1,Jan 1 2014,38.57,-107.72,183045,44
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2015,1,Jan 1 2015,38.57,-107.72,209166,44
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2016,1,Jan 1 2016,38.57,-107.72,238018,44
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2017,1,Jan 1 2017,38.57,-107.72,307143,43
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2018,1,Jan 1 2018,38.57,-107.72,308962,43
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2019,1,Jan 1 2019,38.57,-107.72,432818,42
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2020,1,Jan 1 2020,38.57,-107.72,341620,38
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison National Park,BLCA,National Park,Intermountain,CO,2021,1,Jan 1 2021,38.57,-107.72,308910,44
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2012,1,Jan 1 2012,37.57,-112.18,1385352,15
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2013,1,Jan 1 2013,37.57,-112.18,1311875,18
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2014,1,Jan 1 2014,37.57,-112.18,1435741,14
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2015,1,Jan 1 2015,37.57,-112.18,1745804,13
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2016,1,Jan 1 2016,37.57,-112.18,2365110,13
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2017,1,Jan 1 2017,37.57,-112.18,2571684,12
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2018,1,Jan 1 2018,37.57,-112.18,2679478,12
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2019,1,Jan 1 2019,37.57,-112.18,2594904,12
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2020,1,Jan 1 2020,37.57,-112.18,1464655,17
Bryce Canyon NP,Bryce Canyon National Park,BRCA,National Park,Intermountain,UT,2021,1,Jan 1 2021,37.57,-112.18,2104600,17
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2012,1,Jan 1 2012,38.2,-109.93,452952,35
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2013,1,Jan 1 2013,38.2,-109.93,462242,36
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2014,1,Jan 1 2014,38.2,-109.93,542431,30
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2015,1,Jan 1 2015,38.2,-109.93,634607,29
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2016,1,Jan 1 2016,38.2,-109.93,776218,28
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2017,1,Jan 1 2017,38.2,-109.93,742271,28
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2018,1,Jan 1 2018,38.2,-109.93,739449,28
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2019,1,Jan 1 2019,38.2,-109.93,733996,28
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2020,1,Jan 1 2020,38.2,-109.93,493914,30
Canyonlands NP,Canyonlands National Park,CANY,National Park,Intermountain,UT,2021,1,Jan 1 2021,38.2,-109.93,911594,28
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2012,1,Jan 1 2012,38.2,-111.17,673345,26
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2013,1,Jan 1 2013,38.2,-111.17,663670,27
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2014,1,Jan 1 2014,38.2,-111.17,786514,26
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2015,1,Jan 1 2015,38.2,-111.17,941029,26
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2016,1,Jan 1 2016,38.2,-111.17,1064904,24
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2017,1,Jan 1 2017,38.2,-111.17,1150165,24
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2018,1,Jan 1 2018,38.2,-111.17,1227627,24
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2019,1,Jan 1 2019,38.2,-111.17,1226519,24
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2020,1,Jan 1 2020,38.2,-111.17,981038,21
Capitol Reef NP,Capitol Reef National Park,CARE,National Park,Intermountain,UT,2021,1,Jan 1 2021,38.2,-111.17,1405353,21
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2012,1,Jan 1 2012,32.17,-104.44,381058,39
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2013,1,Jan 1 2013,32.17,-104.44,388566,40
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2014,1,Jan 1 2014,32.17,-104.44,397309,39
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2015,1,Jan 1 2015,32.17,-104.44,445720,40
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2016,1,Jan 1 2016,32.17,-104.44,466773,40
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2017,1,Jan 1 2017,32.17,-104.44,520026,37
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2018,1,Jan 1 2018,32.17,-104.44,465912,40
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2019,1,Jan 1 2019,32.17,-104.44,440691,41
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2020,1,Jan 1 2020,32.17,-104.44,183835,43
Carlsbad Caverns NP,Carlsbad Caverns National Park,CAVE,National Park,Intermountain,NM,2021,1,Jan 1 2021,32.17,-104.44,349244,41
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2012,1,Jan 1 2012,34.01,-119.42,249594,42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2013,1,Jan 1 2013,34.01,-119.42,212029,44
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2014,1,Jan 1 2014,34.01,-119.42,342161,40
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2015,1,Jan 1 2015,34.01,-119.42,324816,42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2016,1,Jan 1 2016,34.01,-119.42,364807,42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2017,1,Jan 1 2017,34.01,-119.42,383687,42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2018,1,Jan 1 2018,34.01,-119.42,366250,42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2019,1,Jan 1 2019,34.01,-119.42,409630,43
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2020,1,Jan 1 2020,34.01,-119.42,167290,44
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West,CA,2021,1,Jan 1 2021,34.01,-119.42,319252,43
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2012,1,Jan 1 2012,33.78,-80.78,109685,47
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2013,1,Jan 1 2013,33.78,-80.78,120340,47
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2014,1,Jan 1 2014,33.78,-80.78,120122,46
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2015,1,Jan 1 2015,33.78,-80.78,87513,48
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2016,1,Jan 1 2016,33.78,-80.78,143843,48
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2017,1,Jan 1 2017,33.78,-80.78,159595,48
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2018,1,Jan 1 2018,33.78,-80.78,145929,48
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2019,1,Jan 1 2019,33.78,-80.78,159445,47
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2020,1,Jan 1 2020,33.78,-80.78,119306,48
Congaree NP,Congaree National Park,CONG,National Park,Southeast,SC,2021,1,Jan 1 2021,33.78,-80.78,215181,47
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2012,1,Jan 1 2012,42.94,-122.1,447251,37
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2013,1,Jan 1 2013,42.94,-122.1,523027,31
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2014,1,Jan 1 2014,42.94,-122.1,535508,31
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2015,1,Jan 1 2015,42.94,-122.1,614712,30
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2016,1,Jan 1 2016,42.94,-122.1,756344,29
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2017,1,Jan 1 2017,42.94,-122.1,711749,29
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2018,1,Jan 1 2018,42.94,-122.1,720659,29
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2019,1,Jan 1 2019,42.94,-122.1,704512,30
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2020,1,Jan 1 2020,42.94,-122.1,670500,27
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West,OR,2021,1,Jan 1 2021,42.94,-122.1,647751,33
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2012,1,Jan 1 2012,41.24,-81.55,2299722,11
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2013,1,Jan 1 2013,41.24,-81.55,2103010,12
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2014,1,Jan 1 2014,41.24,-81.55,2189849,10
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2015,1,Jan 1 2015,41.24,-81.55,2284612,11
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2016,1,Jan 1 2016,41.24,-81.55,2423390,12
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2017,1,Jan 1 2017,41.24,-81.55,2226879,13
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2018,1,Jan 1 2018,41.24,-81.55,2096053,13
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2019,1,Jan 1 2019,41.24,-81.55,2237997,13
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2020,1,Jan 1 2020,41.24,-81.55,2755628,7
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest,OH,2021,1,Jan 1 2021,41.24,-81.55,2575275,13
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2012,1,Jan 1 2012,36.24,-116.82,984568,24
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2013,1,Jan 1 2013,36.24,-116.82,951972,23
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2014,1,Jan 1 2014,36.24,-116.82,1101312,22
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2015,1,Jan 1 2015,36.24,-116.82,1154843,22
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2016,1,Jan 1 2016,36.24,-116.82,1296283,21
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2017,1,Jan 1 2017,36.24,-116.82,1294827,22
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2018,1,Jan 1 2018,36.24,-116.82,1678660,16
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2019,1,Jan 1 2019,36.24,-116.82,1740945,16
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2020,1,Jan 1 2020,36.24,-116.82,820023,23
Death Valley NP,Death Valley National Park,DEVA,National Park,Pacific West,CA,2021,1,Jan 1 2021,36.24,-116.82,1146551,23
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2012,1,Jan 1 2012,24.63,-82.87,60550,49
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2013,1,Jan 1 2013,24.63,-82.87,58401,49
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2014,1,Jan 1 2014,24.63,-82.87,64865,48
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2015,1,Jan 1 2015,24.63,-82.87,70862,49
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2016,1,Jan 1 2016,24.63,-82.87,73661,49
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2017,1,Jan 1 2017,24.63,-82.87,54281,49
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2018,1,Jan 1 2018,24.63,-82.87,56810,49
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2019,1,Jan 1 2019,24.63,-82.87,79200,49
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2020,1,Jan 1 2020,24.63,-82.87,48543,49
Dry Tortugas NP,Dry Tortugas National Park,DRTO,National Park,Southeast,FL,2021,1,Jan 1 2021,24.63,-82.87,83817,49
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2012,1,Jan 1 2012,25.32,-80.93,1141906,20
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2013,1,Jan 1 2013,25.32,-80.93,1047116,22
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2014,1,Jan 1 2014,25.32,-80.93,1110901,21
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2015,1,Jan 1 2015,25.32,-80.93,1077427,24
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2016,1,Jan 1 2016,25.32,-80.93,930907,26
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2017,1,Jan 1 2017,25.32,-80.93,1018557,26
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2018,1,Jan 1 2018,25.32,-80.93,597124,34
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2019,1,Jan 1 2019,25.32,-80.93,1118300,25
Everglades NP,Everglades National Park,EVER,National Park,Southeast,FL,2020,1,Jan 1 2020,25.32,-80.93,702319,26
